season,date,home_team,away_team,home_odds,draw_odds,away_odds,over_1_5_odds,over_2_5_odds,btts_odds,source
2025,2025-08-17,Melgar,Ayacucho,1.48,4.9,7.1,1.17,1.67,2.05,footystats
2025,2025-08-17,Sport Huancayo,Universitario,2.2,3,3.15,1.38,2.26,1.98,footystats
2025,2025-08-16,Alianza Lima,ADT,1.4,4.2,7.5,1.2,1.81,2,footystats
2025,2025-08-16,UTC Cajamarca,Juan Pablo II College,1.88,3.41,4,1.3,2.05,1.85,footystats
2025,2025-08-15,Sport Boys,Deportivo Garcilaso,1.65,3.3,5,1.37,2.18,2.1,footystats
2025,2025-08-15,Atlético Grau,Comerciantes Unidos,1.33,4.4,7.4,1.23,1.87,2.32,footystats
2025,2025-08-11,Deportivo Garcilaso,Alianza Universidad,1.61,3.6,4.5,1.28,2.08,1.8,footystats
2025,2025-08-11,Alianza Atlético,UTC Cajamarca,1.41,4.2,6,1.26,2.05,2.1,footystats
2025,2025-08-10,Los Chankas,Atlético Grau,1.94,3.15,3.81,1.34,2.18,1.83,footystats
2025,2025-08-10,Sporting Cristal,Melgar,1.66,3.55,4.2,1.29,1.85,1.85,footystats
2025,2025-08-09,Universitario,Sport Boys,1.3,4.6,9.17,1.28,2.05,2.1,footystats
2025,2025-08-09,ADT,Sport Huancayo,2.3,3.25,2.75,1.25,1.95,1.69,footystats
2025,2025-08-09,Ayacucho,Alianza Lima,3.8,3.47,1.82,1.4,2.1,1.98,footystats
2025,2025-08-08,Comerciantes Unidos,Cienciano,3.24,3.13,2.3,1.27,1.9,1.75,footystats
2025,2025-08-06,Atlético Grau,Deportivo Garcilaso,1.5,3.95,6.71,0,2.05,1.91,footystats
2025,2025-08-05,Alianza Lima,Sporting Cristal,2.07,3.18,3.53,1.24,1.7,1.74,footystats
2025,2025-08-05,Melgar,Juan Pablo II College,1.22,6,11,1.19,1.6,2.2,footystats
2025,2025-08-05,Alianza Universidad,Universitario,4.6,3.5,1.67,1.33,2.07,1.92,footystats
2025,2025-08-04,Cienciano,Los Chankas,1.64,4.5,6.05,1.2,1.62,1.73,footystats
2025,2025-08-04,Sport Boys,ADT,1.93,3.25,3.05,1.25,1.87,1.73,footystats
2025,2025-08-04,UTC Cajamarca,Real Garcilaso,3,3.4,2.15,1.25,1.91,1.75,footystats
2025,2025-08-03,Sport Huancayo,Ayacucho,1.66,3.64,5,1.26,1.91,1.91,footystats
2025,2025-08-01,Deportivo Garcilaso,Cienciano,3.1,3.1,2.1,1.27,2,1.72,footystats
2025,2025-08-01,Alianza Atlético,Melgar,2.3,3.22,3.15,1.36,2.23,1.85,footystats
2025,2025-08-01,Los Chankas,Comerciantes Unidos,1.77,3.28,4.45,1.32,1.8,1.8,footystats
2025,2025-07-31,Universitario,Atlético Grau,1.24,3.8,8.5,1.32,2.16,2.3,footystats
2025,2025-07-31,Juan Pablo II College,Alianza Lima,7.5,4.2,1.46,1.28,2,1.97,footystats
2025,2025-07-31,ADT,Alianza Universidad,1.63,3.8,5.25,1.19,1.74,1.67,footystats
2025,2025-07-30,Sporting Cristal,Sport Huancayo,1.47,4,6.6,1.17,1.73,1.73,footystats
2025,2025-07-30,Ayacucho,Sport Boys,1.98,3.09,3.9,1.46,2.37,2.1,footystats
2025,2025-07-27,Alianza Lima,Alianza Atlético,1.33,4.6,8,1.35,2.1,2.3,footystats
2025,2025-07-27,Comerciantes Unidos,Deportivo Garcilaso,2.9,3.14,2.3,1.3,2.1,1.77,footystats
2025,2025-07-27,Melgar,Real Garcilaso,1.6,3.75,4.75,1.21,1.92,1.76,footystats
2025,2025-07-26,Cienciano,Universitario,2.25,3.05,2.32,1.48,2.44,1.9,footystats
2025,2025-07-26,Sport Boys,Sporting Cristal,4.38,3.5,1.65,1.28,1.9,1.79,footystats
2025,2025-07-26,Alianza Universidad,Ayacucho,1.75,3.5,4.5,1.27,1.99,1.85,footystats
2025,2025-07-25,Deportivo Binacional,UTC Cajamarca,1.8,3.25,3.73,1.3,1.91,1.81,footystats
2025,2025-07-25,Sport Huancayo,Juan Pablo II College,1.37,4.6,8.6,1.31,1.87,2.19,footystats
2025,2025-07-20,Juan Pablo II College,Sport Boys,1.96,3.03,4.08,1.36,2.1,1.85,footystats
2025,2025-07-20,Ayacucho,Atlético Grau,2.61,3,2.88,1.43,2.42,1.94,footystats
2025,2025-07-20,Sporting Cristal,Alianza Universidad,1.22,5.9,10.74,1.13,1.44,1.87,footystats
2025,2025-07-19,Real Garcilaso,Alianza Lima,1.8,3.4,4.5,1.31,2.05,1.91,footystats
2025,2025-07-19,ADT,Cienciano,2.15,3.2,3,1.2,1.7,1.6,footystats
2025,2025-07-19,UTC Cajamarca,Melgar,3.25,3.2,1.95,1.36,2.15,1.83,footystats
2025,2025-07-18,Universitario,Comerciantes Unidos,1.05,11,33,1.07,1.38,3.1,footystats
2025,2025-07-18,Deportivo Garcilaso,Los Chankas,2.08,3.35,3.8,1.2,2,1.57,footystats
2025,2025-07-18,Alianza Atlético,Sport Huancayo,1.59,3.25,4.3,1.31,2,2.05,footystats
2025,2025-07-13,Real Garcilaso,Sport Huancayo,1.96,3.15,4.08,1.25,1.8,1.62,footystats
2025,2025-07-13,Juan Pablo II College,Alianza Universidad,1.98,3.42,3.6,1.25,1.85,1.62,footystats
2025,2025-07-13,Ayacucho,Cienciano,3,3.36,2.18,1.28,2,1.8,footystats
2025,2025-07-13,Sporting Cristal,Atlético Grau,1.5,3.7,6.05,1.29,1.85,1.91,footystats
2025,2025-07-12,Alianza Atlético,Sport Boys,1.63,3.5,5.5,1.44,2.38,2.2,footystats
2025,2025-07-12,Universitario,Los Chankas,1.08,8.75,26,1.15,1.5,3.3,footystats
2025,2025-07-12,UTC Cajamarca,Alianza Lima,6.3,3.7,1.5,1.32,2.1,2.15,footystats
2025,2025-07-12,Deportivo Binacional,Melgar,5.5,3.78,1.57,1.3,2,1.95,footystats
2025,2025-07-11,ADT,Comerciantes Unidos,1.38,5,7.67,1.17,1.61,1.91,footystats
2025,2025-07-06,Deportivo Garcilaso,Universitario,3.25,3.4,2.15,1.4,2.25,1.83,footystats
2025,2025-07-06,Sport Boys,Real Garcilaso,1.91,3.45,3.4,1.25,1.8,1.65,footystats
2025,2025-07-05,Alianza Lima,Deportivo Binacional,1.08,9.4,15,1.1,1.37,2.55,footystats
2025,2025-07-05,Alianza Universidad,Alianza Atlético,2.65,3,2.6,1.33,2.09,1.77,footystats
2025,2025-07-05,Cienciano,Sporting Cristal,1.9,3.53,3.35,1.16,1.62,1.57,footystats
2025,2025-07-05,Comerciantes Unidos,Ayacucho,1.95,3.2,3.05,1.27,2.05,1.88,footystats
2025,2025-07-04,Los Chankas,ADT,2.52,3.25,2.6,1.22,1.73,1.57,footystats
2025,2025-07-04,Sport Huancayo,UTC Cajamarca,1.5,4.18,6.25,1.25,1.68,1.83,footystats
2025,2025-07-02,Juan Pablo II College,Melgar,4.42,3.1,1.99,1.31,1.93,2.6,footystats
2025,2025-06-29,Real Garcilaso,Alianza Universidad,1.5,4.33,6,1.14,1.57,1.73,footystats
2025,2025-06-29,Alianza Atlético,Atlético Grau,2.2,3,3.7,1.5,2.5,2.1,footystats
2025,2025-06-29,Sporting Cristal,Comerciantes Unidos,1.18,7,13,1.12,1.4,2,footystats
2025,2025-06-28,Melgar,Alianza Lima,1.83,3.25,4.5,1.4,2.3,2.1,footystats
2025,2025-06-28,UTC Cajamarca,Sport Boys,2.2,3.2,3.3,1.36,2,1.8,footystats
2025,2025-06-28,ADT,Deportivo Garcilaso,1.73,3.7,4.75,1.22,1.73,1.67,footystats
2025,2025-06-27,Deportivo Binacional,Sport Huancayo,3.1,3.5,2.15,1.22,1.85,1.73,footystats
2025,2025-06-27,Juan Pablo II College,Cienciano,2.1,3.2,3.3,1.27,2.05,1.8,footystats
2025,2025-06-27,Ayacucho,Los Chankas,1.9,3.5,3.9,1.25,1.95,1.8,footystats
2025,2025-06-25,Atlético Grau,Universitario,7,3.5,1.57,1.5,2.5,2.63,footystats
2025,2025-06-22,Cienciano,Alianza Atlético,1.57,3.7,6.25,1.34,2.25,2.25,footystats
2025,2025-06-22,Comerciantes Unidos,Juan Pablo II College,2.2,3.1,3.3,1.26,2,1.73,footystats
2025,2025-06-22,Sport Boys,Deportivo Binacional,1.33,5,8.5,1.18,1.6,1.91,footystats
2025,2025-06-21,Deportivo Garcilaso,Ayacucho,1.45,4.5,7,1.25,1.9,2.1,footystats
2025,2025-06-21,Los Chankas,Sporting Cristal,3.1,3.4,2.2,1.22,1.75,1.62,footystats
2025,2025-06-21,Sport Huancayo,Melgar,1.91,3.6,3.7,1.31,1.95,1.8,footystats
2025,2025-06-20,Universitario,ADT,1.27,5.75,7.5,1.13,1.53,2,footystats
2025,2025-06-20,Alianza Universidad,UTC Cajamarca,1.65,3.6,5.5,1.28,1.8,1.8,footystats
2025,2025-06-19,Atlético Grau,Real Garcilaso,1.7,3.5,5,1.31,1.85,1.8,footystats
2025,2025-06-18,Comerciantes Unidos,Alianza Lima,8.5,5.5,1.29,1.22,1.9,2.63,footystats
2025,2025-06-15,Deportivo Binacional,Alianza Universidad,2.25,3.6,2.88,1.25,1.8,1.67,footystats
2025,2025-06-15,Ayacucho,Universitario,5.25,3.9,1.62,1.3,2.15,2.2,footystats
2025,2025-06-15,Sporting Cristal,Deportivo Garcilaso,1.33,4.75,10,1.26,1.8,2.2,footystats
2025,2025-06-14,Alianza Lima,Sport Huancayo,1.38,4.5,9,1.27,1.85,2.25,footystats
2025,2025-06-14,Juan Pablo II College,Los Chankas,1.83,3.25,4.5,1.33,2.25,2,footystats
2025,2025-06-14,Melgar,Sport Boys,1.25,5.5,10,1.13,1.67,2.2,footystats
2025,2025-06-13,Real Garcilaso,Cienciano,2.5,3.4,2.75,1.27,1.95,1.73,footystats
2025,2025-06-13,UTC Cajamarca,Atlético Grau,2.88,2.9,2.6,1.47,2.25,1.83,footystats
2025,2025-06-12,Alianza Atlético,Comerciantes Unidos,1.36,4.5,9,1.29,1.95,2.5,footystats
2025,2025-06-01,Los Chankas,Alianza Atlético,1.95,3.25,3.9,1.42,2.3,2,footystats
2025,2025-05-25,Deportivo Garcilaso,Juan Pablo II College,1.36,4.75,7,1.22,1.7,2,footystats
2025,2025-05-25,ADT,Ayacucho,1.36,5,7.5,1.18,1.57,1.83,footystats
2025,2025-05-24,Cienciano,UTC Cajamarca,1.33,4.75,8,1.2,1.67,2,footystats
2025,2025-05-24,Atlético Grau,Deportivo Binacional,1.29,5.5,9,1.21,1.67,2.2,footystats
2025,2025-05-24,Comerciantes Unidos,Real Garcilaso,3,3.6,2.2,1.29,1.9,1.73,footystats
2025,2025-05-23,Sport Boys,Alianza Lima,4.2,3.4,1.9,1.32,2,1.83,footystats
2025,2025-05-23,Alianza Universidad,Melgar,3.3,3.2,2.15,1.29,1.95,1.73,footystats
2025,2025-05-22,Universitario,Sporting Cristal,1.83,3.4,4.33,1.27,2,1.83,footystats
2025,2025-05-19,Alianza Lima,Alianza Universidad,1.29,5,11,1.18,1.65,2.1,footystats
2025,2025-05-19,Deportivo Binacional,Cienciano,3.4,3.4,2.1,1.19,1.8,1.62,footystats
2025,2025-05-18,Melgar,Atlético Grau,1.42,4.2,8,1.22,1.8,2,footystats
2025,2025-05-18,Juan Pablo II College,Universitario,12,6,1.2,1.18,1.62,2.38,footystats
2025,2025-05-18,Sport Huancayo,Sport Boys,1.53,4.2,5.75,1.2,1.67,1.73,footystats
2025,2025-05-17,Real Garcilaso,Los Chankas,1.55,4.1,5.25,1.19,1.73,1.8,footystats
2025,2025-05-17,Sporting Cristal,ADT,1.36,4.75,8,1.13,1.57,1.8,footystats
2025,2025-05-17,UTC Cajamarca,Comerciantes Unidos,2,3.3,3.8,1.23,2,1.73,footystats
2025,2025-05-16,Alianza Atlético,Deportivo Garcilaso,1.75,3.3,4.75,1.42,2.25,2.2,footystats
2025,2025-05-12,Alianza Universidad,Sport Huancayo,2.1,3.5,3,1.25,1.85,1.73,footystats
2025,2025-05-11,Universitario,Alianza Atlético,1.42,4.5,7,1.15,1.95,2.2,footystats
2025,2025-05-11,Deportivo Garcilaso,Real Garcilaso,2.63,2.88,2.9,1.36,2.1,1.8,footystats
2025,2025-05-11,ADT,Juan Pablo II College,1.33,5.25,7.5,1.17,1.57,1.83,footystats
2025,2025-05-11,Los Chankas,UTC Cajamarca,1.7,3.5,4.75,1.32,1.95,1.83,footystats
2025,2025-05-10,Cienciano,Melgar,2.88,3.2,2.5,1.3,2,1.73,footystats
2025,2025-05-10,Atlético Grau,Alianza Lima,5,3.5,1.7,1.38,2.25,2.2,footystats
2025,2025-05-10,Ayacucho,Sporting Cristal,1.9,3.4,3.6,1.24,1.75,1.62,footystats
2025,2025-05-09,Comerciantes Unidos,Deportivo Binacional,1.75,3.4,4.75,1.25,1.85,1.73,footystats
2025,2025-05-04,Deportivo Binacional,Los Chankas,2.15,3.3,3.2,1.25,1.95,1.73,footystats
2025,2025-05-04,Alianza Atlético,ADT,2,3.3,3.6,1.28,2,1.8,footystats
2025,2025-05-04,Sport Boys,Alianza Universidad,1.6,4,5.25,1.19,1.7,1.73,footystats
2025,2025-05-03,Real Garcilaso,Universitario,2.55,3.1,2.8,1.35,2.3,1.91,footystats
2025,2025-05-03,Juan Pablo II College,Ayacucho,1.75,3.7,4.33,1.32,1.7,1.67,footystats
2025,2025-05-03,UTC Cajamarca,Deportivo Garcilaso,2.88,2.9,2.63,1.3,1.95,1.67,footystats
2025,2025-05-02,Alianza Lima,Cienciano,1.3,4.75,10,1.22,1.73,2.2,footystats
2025,2025-05-02,Sport Huancayo,Atlético Grau,1.5,3.8,7,1.24,1.85,1.91,footystats
2025,2025-05-01,Melgar,Comerciantes Unidos,1.2,6,13,1.15,1.5,2.1,footystats
2025,2025-04-28,Cienciano,Sport Huancayo,2.2,3.3,3.1,1.24,1.85,1.67,footystats
2025,2025-04-28,ADT,Real Garcilaso,2.1,3.3,3.4,1.19,1.7,1.57,footystats
2025,2025-04-28,Sporting Cristal,Juan Pablo II College,1.22,6.5,10,1.09,1.33,1.73,footystats
2025,2025-04-27,Universitario,UTC Cajamarca,1.17,8,13,1.12,1.53,2.5,footystats
2025,2025-04-27,Atlético Grau,Sport Boys,1.83,3.4,4.5,1.33,2.08,1.91,footystats
2025,2025-04-27,Los Chankas,Melgar,3.5,3.25,2.05,1.33,1.95,1.73,footystats
2025,2025-04-26,Deportivo Garcilaso,Deportivo Binacional,1.3,5,8,1.22,1.73,2.2,footystats
2025,2025-04-26,Ayacucho,Alianza Atlético,2.2,2.9,3.5,1.53,2.6,2.2,footystats
2025,2025-04-20,Sport Huancayo,Comerciantes Unidos,1.36,4.75,8.5,1.22,1.7,2,footystats
2025,2025-04-20,UTC Cajamarca,ADT,2.9,3.1,2.35,1.27,1.95,1.67,footystats
2025,2025-04-19,Real Garcilaso,Ayacucho,1.45,4,7.5,1.2,1.85,2,footystats
2025,2025-04-19,Alianza Atlético,Sporting Cristal,3.3,3.5,2.05,1.28,1.95,1.73,footystats
2025,2025-04-19,Sport Boys,Cienciano,1.73,3.6,4.75,1.23,1.95,1.83,footystats
2025,2025-04-18,Alianza Lima,Los Chankas,1.3,6,7.5,1.2,1.67,2.2,footystats
2025,2025-04-18,Deportivo Binacional,Universitario,2.9,3.25,2.35,1.31,2.15,1.83,footystats
2025,2025-04-18,Melgar,Deportivo Garcilaso,1.53,3.8,6.5,1.32,1.95,2,footystats
2025,2025-04-17,Alianza Universidad,Atlético Grau,2.4,3.1,3,1.27,2.05,1.8,footystats
2025,2025-04-14,Deportivo Garcilaso,Alianza Lima,2.15,3,3.6,1.3,2.1,1.8,footystats
2025,2025-04-13,Universitario,Melgar,1.83,3.2,4.75,1.33,2.1,1.91,footystats
2025,2025-04-13,ADT,Deportivo Binacional,1.29,5.25,10,1.17,1.57,1.91,footystats
2025,2025-04-13,Comerciantes Unidos,Sport Boys,2.2,3.2,3.25,1.3,2.1,1.83,footystats
2025,2025-04-13,Sporting Cristal,Real Garcilaso,1.4,4.33,8,1.14,1.65,1.83,footystats
2025,2025-04-12,Cienciano,Alianza Universidad,1.48,4.33,5.75,1.16,1.67,1.83,footystats
2025,2025-04-12,Juan Pablo II College,Alianza Atlético,2.75,3.3,2.45,1.45,2.35,2,footystats
2025,2025-04-11,Los Chankas,Sport Huancayo,2.35,3.2,3,1.3,1.95,1.73,footystats
2025,2025-04-11,Ayacucho,UTC Cajamarca,1.9,3.5,4,1.36,2.1,1.91,footystats
2025,2025-04-06,Alianza Universidad,Comerciantes Unidos,1.65,3.7,5.25,1.22,1.75,1.73,footystats
2025,2025-04-06,UTC Cajamarca,Sporting Cristal,2.63,3.8,2.3,1.29,1.85,1.73,footystats
2025,2025-04-06,Sport Boys,Los Chankas,1.6,3.8,5.5,1.22,1.75,1.8,footystats
2025,2025-04-06,Real Garcilaso,Juan Pablo II College,1.25,6,11,1.22,1.67,2.25,footystats
2025,2025-04-05,Alianza Lima,Universitario,2.3,3.25,3.1,1.41,2.4,2.1,footystats
2025,2025-04-05,Melgar,ADT,1.48,4,7,1.19,1.67,1.8,footystats
2025,2025-04-05,Atlético Grau,Cienciano,1.62,3.7,5.5,1.29,1.9,1.83,footystats
2025,2025-04-04,Sport Huancayo,Deportivo Garcilaso,2.05,3.2,3.6,1.3,1.95,1.73,footystats
2025,2025-04-04,Deportivo Binacional,Ayacucho,1.7,4,4.33,1.18,1.67,1.67,footystats
2025,2025-03-30,Juan Pablo II College,UTC Cajamarca,2.1,3.2,3.5,1.42,2.4,2.1,footystats
2025,2025-03-30,Los Chankas,Alianza Universidad,1.91,3.4,3.7,1.22,1.67,1.57,footystats
2025,2025-03-29,Deportivo Garcilaso,Sport Boys,1.45,3.9,7,1.22,1.75,1.83,footystats
2025,2025-03-29,Sporting Cristal,Deportivo Binacional,1.11,7.5,17,1.11,1.33,2.1,footystats
2025,2025-03-29,ADT,Alianza Lima,1.48,3.9,6,1.22,1.85,1.91,footystats
2025,2025-03-28,Universitario,Sport Huancayo,1.27,4.75,12,1.27,1.95,2.63,footystats
2025,2025-03-28,Alianza Atlético,Real Garcilaso,1.67,3.3,5,1.4,2.2,2.1,footystats
2025,2025-03-27,Ayacucho,Melgar,5,3.7,1.57,1.24,1.85,1.83,footystats
2025,2025-03-27,Comerciantes Unidos,Atlético Grau,3.1,3.1,2.25,1.41,2.3,1.91,footystats
2025,2025-03-23,Los Chankas,Cienciano,2.55,3.4,2.6,1.27,1.8,1.62,footystats
2025,2025-03-10,Deportivo Binacional,Juan Pablo II College,1.3,5,10,1.27,1.85,2.38,footystats
2025,2025-03-10,Atlético Grau,Los Chankas,1.38,4.33,8,1.26,1.8,2.1,footystats
2025,2025-03-09,Cienciano,Comerciantes Unidos,1.4,5,6,1.22,1.7,1.91,footystats
2025,2025-03-09,Sport Boys,Universitario,6.5,4.1,1.48,1.33,2,2.2,footystats
2025,2025-03-08,Melgar,Sporting Cristal,1.75,3.8,4,2.1,1.7,1.67,footystats
2025,2025-03-08,Sport Huancayo,ADT,2.15,3.2,3.5,1.26,1.85,1.67,footystats
2025,2025-03-08,UTC Cajamarca,Alianza Atlético,2.2,2.9,3.5,1.33,2.25,1.83,footystats
2025,2025-03-07,Alianza Lima,Ayacucho,1.22,5.75,12,1.18,1.57,2.1,footystats
2025,2025-03-07,Alianza Universidad,Deportivo Garcilaso,2.2,3.4,3.1,1.21,1.7,1.57,footystats
2025,2025-03-02,Universitario,Alianza Universidad,1.18,6.25,15,1.14,1.5,2.2,footystats
2025,2025-03-02,Ayacucho,Sport Huancayo,2.63,3.5,2.45,1.35,2.1,1.83,footystats
2025,2025-03-01,Sporting Cristal,Alianza Lima,1.85,3.4,4.5,1.31,2,1.83,footystats
2025,2025-03-01,Alianza Atlético,Deportivo Binacional,1.42,4,8,1.29,2.05,2.15,footystats
2025,2025-03-01,Real Garcilaso,UTC Cajamarca,1.38,4.33,8.5,1.27,1.75,2,footystats
2025,2025-02-28,Deportivo Garcilaso,Atlético Grau,1.73,3.5,5,1.33,2.05,1.91,footystats
2025,2025-02-27,ADT,Sport Boys,1.44,4.5,6.5,1.21,1.85,2.1,footystats
2025,2025-02-24,Deportivo Binacional,Real Garcilaso,2.25,3.3,3.1,1.32,1.95,1.73,footystats
2025,2025-02-23,Melgar,Alianza Atlético,1.33,4.75,8.5,1.23,1.75,2.1,footystats
2025,2025-02-23,Alianza Universidad,ADT,2.2,3.2,3.25,1.2,1.75,1.57,footystats
2025,2025-02-22,Cienciano,Deportivo Garcilaso,2.45,3.2,2.8,1.3,2,1.73,footystats
2025,2025-02-22,Sport Huancayo,Sporting Cristal,2.5,3.4,2.63,1.25,1.8,1.67,footystats
2025,2025-02-22,Sport Boys,Ayacucho,1.67,3.8,4.75,1.29,1.95,1.91,footystats
2025,2025-02-22,Comerciantes Unidos,Los Chankas,2.25,3.2,3.2,1.32,2.08,1.83,footystats
2025,2025-02-21,Alianza Lima,Juan Pablo II College,1.2,5.5,11,1.19,1.65,2.2,footystats
2025,2025-02-17,Ayacucho,Alianza Universidad,2.6,2.88,2.9,1.31,2.1,1.83,footystats
2025,2025-02-16,Deportivo Garcilaso,Comerciantes Unidos,1.3,5.25,9,1.23,1.73,2.25,footystats
2025,2025-02-16,Juan Pablo II College,Sport Huancayo,2.8,3.1,2.6,1.36,2.15,1.83,footystats
2025,2025-02-16,Sporting Cristal,Sport Boys,1.38,4.33,8,1.21,1.65,1.83,footystats
2025,2025-02-15,Universitario,Cienciano,1.25,5,15,1.27,1.8,2.63,footystats
2025,2025-02-15,Alianza Atlético,Alianza Lima,5.25,3.4,1.7,1.52,2.5,2.38,footystats
2025,2025-02-15,ADT,Atlético Grau,1.67,3.7,5.25,1.35,2.1,2,footystats
2025,2025-02-15,UTC Cajamarca,Deportivo Binacional,1.67,3.5,5.5,1.34,2.1,2.1,footystats
2025,2025-02-14,Real Garcilaso,Melgar,2.8,3.3,2.4,2.89,1.75,1.57,footystats
2025,2025-02-10,Los Chankas,Deportivo Garcilaso,2.7,3.1,2.7,1.28,1.9,1.67,footystats
2025,2025-02-09,Cienciano,ADT,2,3.5,3.5,1.28,2,1.83,footystats
2025,2025-02-09,Comerciantes Unidos,Universitario,7,3.4,1.57,3.62,2.4,2.38,footystats
2025,2025-02-09,Sport Boys,Juan Pablo II College,1.57,4.1,5.25,1.36,2.1,2.2,footystats
2025,2025-02-09,Alianza Universidad,Sporting Cristal,4.33,3.4,1.9,1.29,2,1.8,footystats
2025,2025-02-08,Alianza Lima,Real Garcilaso,1.38,4.5,8,1.22,1.85,2.1,footystats
2025,2025-02-08,Atlético Grau,Ayacucho,1.33,5.25,8,2.7,1.67,2,footystats
2025,2025-02-08,Melgar,UTC Cajamarca,1.17,7,12,1.12,1.57,2.5,footystats
2025,2025-02-07,Sport Huancayo,Alianza Atlético,1.5,4,6.5,1.42,2.2,2.38,footystats
