season,date,home_team,away_team,home_odds,draw_odds,away_odds,over_1_5_odds,over_2_5_odds,btts_odds,source
2023,2023-08-06,Melgar,Universitario,2.05,3.1,3.51,1.31,2.19,1.8,footystats
2023,2023-08-06,ADT,Sporting Cristal,2.45,3.2,2.67,1.3,1.9,1.75,footystats
2023,2023-08-06,Carlos Manucci,César Vallejo,2.75,3.2,2.39,1.36,2,1.85,footystats
2023,2023-08-06,Alianza Atlético,Cienciano,2.25,3.3,3,1.23,1.74,1.62,footystats
2023,2023-08-05,Alianza Lima,UTC Cajamarca,1.3,4.7,10,1.27,1.88,2.35,footystats
2023,2023-08-05,Deportivo Binacional,Sport Boys,1.55,4.15,5.5,1.22,1.71,1.8,footystats
2023,2023-08-04,Unión Comercio,Real Garcilaso,2.24,3.07,2.72,1.26,1.8,1.68,footystats
2023,2023-08-01,Deportivo Municipal,ADT,2.25,3.3,3.15,1.3,1.86,1.72,footystats
2023,2023-07-31,Universitario,Carlos Manucci,1.23,5.56,9.44,1.2,1.65,2.25,footystats
2023,2023-07-31,Sport Huancayo,Alianza Atlético,1.32,4.6,5.4,1.22,1.65,2,footystats
2023,2023-07-31,Sport Boys,Melgar,3.3,3.3,2,1.33,1.98,1.83,footystats
2023,2023-07-30,Atlético Grau,Deportivo Garcilaso,1.82,3.14,3.43,1.31,2.03,1.95,footystats
2023,2023-07-29,César Vallejo,Alianza Lima,3.3,3.1,2.15,1.3,1.93,1.7,footystats
2023,2023-07-29,UTC Cajamarca,Unión Comercio,1.47,4.05,5.2,1.23,1.71,1.87,footystats
2023,2023-07-28,Real Garcilaso,Academia Cantolao,1.23,4.77,8.74,1.17,1.57,2.1,footystats
2023,2023-07-27,Sporting Cristal,Deportivo Binacional,1.21,7.35,10.34,1.15,1.45,2.15,footystats
2023,2023-07-24,Deportivo Binacional,Deportivo Municipal,1.5,4.2,6,1.22,1.86,1.95,footystats
2023,2023-07-23,ADT,Atlético Grau,1.7,3.6,4.33,1.22,1.67,1.72,footystats
2023,2023-07-23,Melgar,Sporting Cristal,2.1,3.4,3.1,1.14,1.61,1.45,footystats
2023,2023-07-23,Carlos Manucci,Sport Boys,2.25,3.1,2.9,1.25,1.87,1.65,footystats
2023,2023-07-23,Academia Cantolao,UTC Cajamarca,2.4,3.2,2.73,1.28,1.93,1.78,footystats
2023,2023-07-22,Alianza Lima,Universitario,1.92,3.2,3.45,1.15,2,1.48,footystats
2023,2023-07-22,Alianza Atlético,Real Garcilaso,2.02,3.09,3.11,1.3,1.84,1.75,footystats
2023,2023-07-21,Cienciano,Sport Huancayo,2.15,3.1,2.95,1.31,1.92,1.73,footystats
2023,2023-07-21,Unión Comercio,César Vallejo,2.58,3.38,2.68,1.3,1.87,1.75,footystats
2023,2023-07-17,Deportivo Municipal,Melgar,4.33,3.56,1.83,1.3,1.8,1.94,footystats
2023,2023-07-16,Real Garcilaso,Cienciano,2.18,3.35,3.2,1.38,2.15,1.9,footystats
2023,2023-07-16,Sport Boys,Alianza Lima,8.5,4.75,1.29,1.22,1.9,2.1,footystats
2023,2023-07-16,Atlético Grau,Deportivo Binacional,1.33,5.25,8.7,1.18,1.58,1.65,footystats
2023,2023-07-15,César Vallejo,Academia Cantolao,1.3,4.6,8.5,1.22,1.61,2.15,footystats
2023,2023-07-15,Sporting Cristal,Carlos Manucci,1.18,6,9.5,1.1,1.5,1.8,footystats
2023,2023-07-15,Deportivo Garcilaso,ADT,1.61,4.1,4.89,1.22,1.7,1.75,footystats
2023,2023-07-14,Universitario,Unión Comercio,1.18,5.95,11,1.18,1.55,2.2,footystats
2023,2023-07-14,UTC Cajamarca,Alianza Atlético,1.77,3.5,4,1.27,1.78,1.78,footystats
2023,2023-07-10,Sport Huancayo,Real Garcilaso,1.73,3.32,3.83,1.26,1.78,1.75,footystats
2023,2023-07-09,Deportivo Binacional,Deportivo Garcilaso,1.97,3.35,2.84,1.24,1.65,1.68,footystats
2023,2023-07-09,Carlos Manucci,Deportivo Municipal,1.29,5.2,9.6,1.34,1.94,2.5,footystats
2023,2023-07-09,Unión Comercio,Sport Boys,2,3.25,3.25,1.23,1.75,1.62,footystats
2023,2023-07-08,Alianza Lima,Sporting Cristal,1.94,2.97,3.25,1.22,1.75,1.62,footystats
2023,2023-07-08,Cienciano,UTC Cajamarca,1.91,3.31,3,1.23,1.75,1.78,footystats
2023,2023-07-08,Alianza Atlético,César Vallejo,2.17,3.2,3.05,1.23,1.71,1.6,footystats
2023,2023-07-07,Academia Cantolao,Universitario,8,4.33,1.36,1.17,1.83,2,footystats
2023,2023-07-07,Melgar,Atlético Grau,1.4,4.2,7.5,1.23,1.85,1.85,footystats
2023,2023-07-04,Sport Boys,Academia Cantolao,1.47,3.9,5.5,1.25,1.75,1.91,footystats
2023,2023-07-03,Universitario,Alianza Atlético,1.26,4.55,5.99,0,1.76,2.2,footystats
2023,2023-07-03,César Vallejo,Cienciano,1.87,3.35,3.05,1.24,1.77,1.68,footystats
2023,2023-07-02,Atlético Grau,Carlos Manucci,1.5,3.95,5.55,1.23,1.71,1.85,footystats
2023,2023-07-02,Sporting Cristal,Unión Comercio,1.31,4.8,7.9,0,1.64,2.1,footystats
2023,2023-07-01,Deportivo Municipal,Alianza Lima,5.95,4.7,1.4,1.29,1.9,1.95,footystats
2023,2023-07-01,Deportivo Garcilaso,Melgar,2.5,3.2,2.61,1.29,1.9,1.73,footystats
2023,2023-07-01,ADT,Deportivo Binacional,1.13,9.17,8.04,1.23,1.66,1.62,footystats
2023,2023-06-30,UTC Cajamarca,Sport Huancayo,2.41,3.05,2.41,1.29,1.96,1.73,footystats
2023,2023-06-26,Real Garcilaso,UTC Cajamarca,1.45,4.4,6.3,1.28,1.85,1.96,footystats
2023,2023-06-25,Unión Comercio,Deportivo Municipal,1.83,3.35,3.95,1.28,1.84,1.7,footystats
2023,2023-06-25,Alianza Atlético,Sport Boys,1.63,3.7,4.9,1.22,1.67,1.72,footystats
2023,2023-06-24,Carlos Manucci,Deportivo Garcilaso,2.01,3.25,3.2,1.3,2,1.83,footystats
2023,2023-06-24,Sport Huancayo,César Vallejo,1.58,3.7,4.6,0,1.85,1.83,footystats
2023,2023-06-23,Alianza Lima,Atlético Grau,1.35,4.7,7.25,1.2,1.68,1.9,footystats
2023,2023-06-22,Cienciano,Universitario,1.78,2.59,6.14,1.3,1.9,1.7,footystats
2023,2023-06-22,Melgar,ADT,1.72,4.19,3.46,1.28,1.79,2.09,footystats
2023,2023-06-22,Academia Cantolao,Sporting Cristal,4.73,3.3,1.68,1.28,1.76,2.08,footystats
2023,2023-06-11,Sport Huancayo,Universitario,2.44,3.2,2.58,1.3,1.81,1.72,footystats
2023,2023-06-11,Real Garcilaso,César Vallejo,1.53,3.7,5.25,1.29,1.85,1.95,footystats
2023,2023-06-11,Alianza Atlético,Sporting Cristal,3.55,3.6,1.97,1.23,1.67,1.7,footystats
2023,2023-06-10,Alianza Lima,Deportivo Garcilaso,1.33,4.8,7,1.16,1.55,1.72,footystats
2023,2023-06-10,Carlos Manucci,ADT,1.83,3.5,3.7,1.26,1.92,1.71,footystats
2023,2023-06-10,Melgar,Deportivo Binacional,1.4,4.4,6.5,1.2,1.55,1.78,footystats
2023,2023-06-10,Academia Cantolao,Deportivo Municipal,3.2,3.5,2,1.28,1.74,1.72,footystats
2023,2023-06-10,Unión Comercio,Atlético Grau,2.25,3.3,2.8,1.3,1.61,1.78,footystats
2023,2023-06-09,Cienciano,Sport Boys,1.25,5.5,9,1.18,1.57,1.9,footystats
2023,2023-06-04,César Vallejo,UTC Cajamarca,1.43,4.28,7.4,1.33,1.97,2.25,footystats
2023,2023-06-04,Sport Boys,Sport Huancayo,2.8,3.52,2.34,1.22,1.74,1.6,footystats
2023,2023-06-04,Atlético Grau,Academia Cantolao,1.25,4.8,11,1.28,1.86,2.37,footystats
2023,2023-06-03,Deportivo Garcilaso,Unión Comercio,1.43,4.5,6.85,1.22,1.74,1.95,footystats
2023,2023-06-03,Deportivo Binacional,Carlos Manucci,1.28,4.8,8.5,1.16,1.52,1.8,footystats
2023,2023-06-03,Deportivo Municipal,Alianza Atlético,1.75,3.4,4,1.22,1.73,1.69,footystats
2023,2023-06-02,Universitario,Real Garcilaso,1.29,4.34,7.43,1.24,1.74,2.1,footystats
2023,2023-06-02,ADT,Alianza Lima,2.38,3.35,2.66,1.24,1.8,1.66,footystats
2023,2023-06-01,Sporting Cristal,Cienciano,1.33,4.6,8,1.25,1.8,2.1,footystats
2023,2023-05-31,Melgar,César Vallejo,1.39,4.8,8,1.33,1.85,1.87,footystats
2023,2023-05-28,Alianza Lima,Deportivo Binacional,1.3,5.05,9.3,1.2,1.74,2.05,footystats
2023,2023-05-28,Carlos Manucci,Melgar,2.78,3.09,2.59,1.38,2.16,1.95,footystats
2023,2023-05-28,Sport Huancayo,Sporting Cristal,2.39,3.5,2.73,1.18,1.53,1.52,footystats
2023,2023-05-28,UTC Cajamarca,Universitario,3.04,3.24,2.31,1.3,1.97,1.78,footystats
2023,2023-05-28,Unión Comercio,ADT,2.36,3.28,2.93,1.23,1.78,1.62,footystats
2023,2023-05-27,Real Garcilaso,Sport Boys,1.31,4.23,7.25,1.23,1.74,2.13,footystats
2023,2023-05-27,Alianza Atlético,Atlético Grau,1.95,3.3,3.25,1.3,1.8,1.75,footystats
2023,2023-05-26,Cienciano,Deportivo Municipal,1.45,4.15,5.5,1.2,1.74,1.83,footystats
2023,2023-05-26,Academia Cantolao,Deportivo Garcilaso,3.3,3.4,1.94,1.22,1.85,1.6,footystats
2023,2023-05-22,Deportivo Binacional,Unión Comercio,1.4,4.25,6.25,1.17,1.65,1.68,footystats
2023,2023-05-22,Sport Boys,UTC Cajamarca,2.24,3.15,2.87,1.25,1.72,1.66,footystats
2023,2023-05-21,Deportivo Municipal,Sport Huancayo,2.2,3.4,3.1,1.3,1.88,1.75,footystats
2023,2023-05-21,Atlético Grau,Cienciano,1.87,3.6,3.9,1.3,1.93,1.75,footystats
2023,2023-05-20,Sporting Cristal,Real Garcilaso,1.37,4.01,6.12,1.22,1.7,1.9,footystats
2023,2023-05-20,Deportivo Garcilaso,Alianza Atlético,1.4,4.25,7,1.22,1.57,1.8,footystats
2023,2023-05-20,ADT,Academia Cantolao,1.3,4.6,7.5,1.2,1.57,1.95,footystats
2023,2023-05-19,Universitario,César Vallejo,1.5,4.1,6,1.22,1.79,1.83,footystats
2023,2023-05-19,Melgar,Alianza Lima,2,3.3,3.55,1.29,1.85,1.67,footystats
2023,2023-05-17,Deportivo Binacional,Sporting Cristal,2.6,3.4,2.6,1.22,1.8,1.65,footystats
2023,2023-05-17,Carlos Manucci,UTC Cajamarca,1.9,3.5,4,1.33,2.05,1.85,footystats
2023,2023-05-16,Academia Cantolao,Sport Boys,2.5,3.2,2.6,1.25,1.95,1.6,footystats
2023,2023-05-15,Alianza Lima,Deportivo Municipal,1.38,4.45,6.6,1.22,1.75,2.33,footystats
2023,2023-05-15,Melgar,Deportivo Garcilaso,1.48,4.1,5.5,1.17,1.9,2.75,footystats
2023,2023-05-14,Cienciano,César Vallejo,1.88,3.5,3.9,1.27,1.93,1.83,footystats
2023,2023-05-14,Alianza Atlético,Universitario,2.9,3.2,2.2,1.22,1.98,1.58,footystats
2023,2023-05-13,Carlos Manucci,Atlético Grau,2.15,3.25,2.57,1.22,1.91,1.58,footystats
2023,2023-05-13,Unión Comercio,Sporting Cristal,3.4,3.55,1.9,1.19,1.81,1.58,footystats
2023,2023-05-12,Deportivo Binacional,ADT,1.71,3.8,4.19,1.22,1.66,1.75,footystats
2023,2023-05-12,Melgar,Sport Boys,1.16,6.9,16.5,1.22,1.55,2.15,footystats
2023,2023-05-12,Sport Huancayo,UTC Cajamarca,1.62,3.6,4.45,1.19,1.8,1.64,footystats
2023,2023-05-11,Alianza Lima,César Vallejo,1.33,4.3,5.8,1.38,1.79,2.15,footystats
2023,2023-05-10,Cienciano,Alianza Atlético,1.57,3.85,5.25,1.2,1.72,1.82,footystats
2023,2023-05-08,Unión Comercio,Melgar,2.7,3.2,2.3,1.3,1.96,1.77,footystats
2023,2023-05-07,Alianza Lima,Carlos Manucci,1.28,4.6,9,1.22,1.67,2.1,footystats
2023,2023-05-07,César Vallejo,Sport Boys,1.4,4.2,6.5,1.22,1.67,1.9,footystats
2023,2023-05-07,UTC Cajamarca,Sporting Cristal,3.3,3.2,2,1.28,1.91,1.75,footystats
2023,2023-05-06,Cienciano,Deportivo Garcilaso,1.73,3.55,4.3,1.22,1.77,1.7,footystats
2023,2023-05-06,Sport Huancayo,Atlético Grau,1.6,3.8,5,1.28,1.9,1.9,footystats
2023,2023-05-06,Alianza Atlético,ADT,1.8,3.45,3.65,1.2,1.87,1.7,footystats
2023,2023-05-05,Real Garcilaso,Deportivo Municipal,1.62,3.62,4.62,1.25,1.74,1.8,footystats
2023,2023-05-05,Academia Cantolao,Deportivo Binacional,3.13,3.4,2.1,1.25,1.75,1.68,footystats
2023,2023-04-30,Carlos Manucci,Unión Comercio,1.76,3.45,4,1.31,1.8,1.83,footystats
2023,2023-04-30,ADT,Cienciano,1.99,3.3,3.3,1.35,1.89,1.87,footystats
2023,2023-04-30,Deportivo Municipal,UTC Cajamarca,1.68,3.45,4.45,1.31,1.85,1.85,footystats
2023,2023-04-30,Deportivo Binacional,Alianza Atlético,1.53,3.6,5.5,1.25,1.95,1.85,footystats
2023,2023-04-29,Melgar,Academia Cantolao,1.2,5.75,13,1.24,1.67,2.4,footystats
2023,2023-04-29,Deportivo Garcilaso,Sport Huancayo,1.9,3.5,3.6,1.2,1.7,1.57,footystats
2023,2023-04-29,Sport Boys,Universitario,5.5,3.6,1.53,1.3,1.87,1.95,footystats
2023,2023-04-29,Atlético Grau,Real Garcilaso,1.82,3.26,3.53,1.25,1.83,1.65,footystats
2023,2023-04-28,Sporting Cristal,César Vallejo,1.36,3.94,6.7,1.25,1.8,2,footystats
2023,2023-04-24,Universitario,Sporting Cristal,2.15,3.25,3,1.25,1.73,1.68,footystats
2023,2023-04-24,César Vallejo,Deportivo Municipal,1.6,3.4,5.75,1.36,2.25,2.1,footystats
2023,2023-04-24,Alianza Atlético,Melgar,2.2,3,3.25,1.44,2.25,1.98,footystats
2023,2023-04-23,Real Garcilaso,Deportivo Garcilaso,1.69,3.38,3.94,1.22,1.75,1.75,footystats
2023,2023-04-23,Unión Comercio,Alianza Lima,3.92,3.3,1.66,1.3,1.78,1.8,footystats
2023,2023-04-22,Cienciano,Deportivo Binacional,1.57,3.7,5.5,1.28,1.83,1.9,footystats
2023,2023-04-22,Sport Huancayo,ADT,1.53,3.5,6,1.28,2.1,1.88,footystats
2023,2023-04-22,Academia Cantolao,Carlos Manucci,2.7,3.1,2.4,1.3,1.83,1.7,footystats
2023,2023-04-21,UTC Cajamarca,Atlético Grau,1.85,3.5,3.9,1.27,1.85,1.75,footystats
2023,2023-04-16,Carlos Manucci,Alianza Atlético,2.33,3.3,2.59,1.33,2.01,1.8,footystats
2023,2023-04-16,Deportivo Binacional,Sport Huancayo,2.24,3.35,2.67,1.25,1.95,1.75,footystats
2023,2023-04-16,Deportivo Municipal,Universitario,3.05,3.1,2.13,1.33,1.91,1.8,footystats
2023,2023-04-16,ADT,Real Garcilaso,2.09,3.15,3.17,1.35,2.07,1.89,footystats
2023,2023-04-16,Deportivo Garcilaso,UTC Cajamarca,1.75,3.4,3.95,1.31,1.87,1.85,footystats
2023,2023-04-15,Alianza Lima,Academia Cantolao,1.25,5,12,1.25,1.81,2.5,footystats
2023,2023-04-15,Atlético Grau,César Vallejo,2.13,3.46,3.22,1.26,1.87,1.7,footystats
2023,2023-04-14,Melgar,Cienciano,1.78,3.25,3.95,1.29,1.96,1.85,footystats
2023,2023-04-14,Sporting Cristal,Sport Boys,1.25,5.2,7.8,1.23,1.74,2.3,footystats
2023,2023-04-10,César Vallejo,Deportivo Garcilaso,1.67,3.6,4.5,1.22,1.8,1.75,footystats
2023,2023-04-10,Academia Cantolao,Unión Comercio,2.5,3.1,2.63,1.28,1.93,1.7,footystats
2023,2023-04-09,Universitario,Atlético Grau,1.48,4.2,6.35,1.26,1.83,1.95,footystats
2023,2023-04-09,Sport Huancayo,Melgar,2.24,3.22,3,1.28,1.96,1.72,footystats
2023,2023-04-09,Alianza Atlético,Alianza Lima,3.15,3.13,2.16,1.27,1.93,1.7,footystats
2023,2023-04-08,Cienciano,Carlos Manucci,1.25,5,11,1.29,1.7,1.95,footystats
2023,2023-04-08,UTC Cajamarca,ADT,2.2,3.13,3.2,1.38,2.25,1.9,footystats
2023,2023-04-08,Sport Boys,Deportivo Municipal,2.18,3.4,3.14,1.3,1.92,1.82,footystats
2023,2023-04-07,Real Garcilaso,Deportivo Binacional,1.58,3.48,4.56,1.25,1.78,1.82,footystats
2023,2023-04-02,Deportivo Binacional,UTC Cajamarca,1.8,3.8,4.3,1.35,1.92,2,footystats
2023,2023-04-02,Atlético Grau,Sport Boys,1.55,4.3,5.8,1.26,1.86,1.9,footystats
2023,2023-04-02,Carlos Manucci,Sport Huancayo,2.23,3.45,3.2,1.23,1.81,1.62,footystats
2023,2023-04-02,Unión Comercio,Alianza Atlético,2.05,3.3,3.45,1.4,2.28,2,footystats
2023,2023-04-01,Alianza Lima,Cienciano,1.37,5,8.4,1.37,2.1,2.7,footystats
2023,2023-04-01,Melgar,Real Garcilaso,1.57,3.75,4.75,1.46,2.37,2.35,footystats
2023,2023-03-31,Deportivo Garcilaso,Universitario,2.59,3.34,2.6,1.3,1.97,1.73,footystats
2023,2023-03-31,ADT,César Vallejo,1.91,3.3,3.5,1.3,2.1,1.85,footystats
2023,2023-03-31,Deportivo Municipal,Sporting Cristal,4.5,3.75,1.62,1.34,1.85,2.05,footystats
2023,2023-03-27,UTC Cajamarca,Real Garcilaso,1.7,3.5,4.33,1.4,1.7,1.67,footystats
2023,2023-03-26,Deportivo Garcilaso,Carlos Manucci,1.5,3.9,5.25,1.24,1.44,1.73,footystats
2023,2023-03-26,Sport Boys,Alianza Atlético,2.35,3.05,2.85,1.28,2,1.7,footystats
2023,2023-03-26,ADT,Melgar,2.95,3.05,2.35,1.38,2.15,1.87,footystats
2023,2023-03-26,Atlético Grau,Alianza Lima,3.2,3.2,2.02,1.24,2.1,1.7,footystats
2023,2023-03-26,Deportivo Municipal,Unión Comercio,2.2,3.1,3.1,1.24,2,1.66,footystats
2023,2023-03-25,César Vallejo,Sport Huancayo,1.7,3.5,4.4,1.25,1.53,1.7,footystats
2023,2023-03-25,Sporting Cristal,Academia Cantolao,1.14,6,17,1.19,1.51,2.6,footystats
2023,2023-03-24,Universitario,Cienciano,1.4,4.2,7,1.25,1.87,1.85,footystats
2023,2023-03-20,Real Garcilaso,Carlos Manucci,1.49,3.83,5.65,1.25,1.76,1.89,footystats
2023,2023-03-19,Sport Huancayo,Alianza Lima,2.55,3.2,2.37,1.22,1.85,1.57,footystats
2023,2023-03-19,Sporting Cristal,Atlético Grau,1.42,3.9,6.25,1.28,1.93,2.1,footystats
2023,2023-03-19,César Vallejo,Deportivo Binacional,1.6,3.45,5,1.16,1.65,1.6,footystats
2023,2023-03-18,Universitario,ADT,1.33,4.5,8.5,1.29,1.85,2.14,footystats
2023,2023-03-18,Cienciano,Unión Comercio,1.4,4.33,7,1.22,1.7,1.95,footystats
2023,2023-03-18,UTC Cajamarca,Melgar,2.75,3.13,2.45,1.25,2.1,1.65,footystats
2023,2023-03-18,Alianza Atlético,Academia Cantolao,1.4,4.2,7.5,1.25,1.73,1.95,footystats
2023,2023-03-17,Sport Boys,Deportivo Garcilaso,2.31,3.2,2.8,1.21,1.82,1.61,footystats
2023,2023-03-13,Deportivo Binacional,Universitario,2.55,3.25,2.75,1.29,2,1.76,footystats
2023,2023-03-12,Deportivo Garcilaso,Sporting Cristal,2.7,3.5,2.35,1.3,1.86,1.71,footystats
2023,2023-03-12,Academia Cantolao,Cienciano,2.9,3.4,2.3,1.29,1.87,1.73,footystats
2023,2023-03-12,Atlético Grau,Deportivo Municipal,1.74,3.35,4.2,1.33,1.8,1.85,footystats
2023,2023-03-12,Unión Comercio,Sport Huancayo,1.95,3.2,3.5,1.25,1.8,1.68,footystats
2023,2023-03-11,Alianza Lima,Real Garcilaso,1.3,5,9,1.22,1.74,2.1,footystats
2023,2023-03-10,ADT,Sport Boys,1.53,4.06,5.19,1.2,1.91,1.87,footystats
2023,2023-03-06,Real Garcilaso,Unión Comercio,1.43,4.13,5.95,1.22,1.73,1.91,footystats
2023,2023-03-06,Deportivo Municipal,Deportivo Garcilaso,2.21,2.97,3.07,1.3,1.86,1.73,footystats
2023,2023-03-05,UTC Cajamarca,Alianza Lima,3,3.45,2.34,1.25,1.9,1.67,footystats
2023,2023-03-05,Universitario,Melgar,2.36,3.35,3.05,1.25,1.91,1.65,footystats
2023,2023-03-04,César Vallejo,Carlos Manucci,1.8,3.5,3.6,1.25,1.85,1.7,footystats
2023,2023-03-04,Sporting Cristal,ADT,1.4,4.1,6.5,1.21,1.6,2,footystats
2023,2023-03-04,Sport Huancayo,Academia Cantolao,1.36,4.33,7,1.24,1.73,2.1,footystats
2023,2023-03-03,Sport Boys,Deportivo Binacional,2.05,3.25,3.3,1.24,1.83,1.63,footystats
2023,2023-02-27,Academia Cantolao,Real Garcilaso,2.46,3.27,2.68,1.29,1.85,1.97,footystats
2023,2023-02-26,Carlos Manucci,Universitario,3.05,3.15,2.01,1.4,2.2,1.98,footystats
2023,2023-02-26,ADT,Deportivo Municipal,1.87,3.4,3.45,1.22,1.78,1.82,footystats
2023,2023-02-26,Unión Comercio,UTC Cajamarca,2.38,3.3,2.63,1.3,1.93,1.75,footystats
2023,2023-02-25,Deportivo Garcilaso,Atlético Grau,1.81,3.54,4.24,1.34,1.99,1.85,footystats
2023,2023-02-25,Alianza Atlético,Sport Huancayo,2.2,3.1,3.15,1.33,1.91,1.78,footystats
2023,2023-02-22,UTC Cajamarca,Academia Cantolao,1.56,3.62,5.25,1.28,1.85,2,footystats
2023,2023-02-20,Deportivo Municipal,Deportivo Binacional,1.86,3.32,3.68,1.25,1.77,1.65,footystats
2023,2023-02-19,Real Garcilaso,Alianza Atlético,1.62,3.75,4.5,0,1.8,1.73,footystats
2023,2023-02-19,Universitario,Alianza Lima,2.45,3.2,2.6,1.25,1.96,1.62,footystats
2023,2023-02-19,Atlético Grau,ADT,1.67,3.7,4.24,1.2,1.63,1.86,footystats
2023,2023-02-18,Sport Boys,Carlos Manucci,2.3,3.3,2.75,1.25,1.8,1.67,footystats
2023,2023-02-18,Sport Huancayo,Cienciano,2.31,3.2,3.06,1.25,1.87,1.66,footystats
2023,2023-02-17,César Vallejo,Unión Comercio,1.59,4.04,5.1,1.22,1.82,1.78,footystats
2023,2023-02-17,Sporting Cristal,Melgar,2.16,3.34,3.26,1.25,1.87,1.63,footystats
2023,2023-02-13,Melgar,Deportivo Municipal,1.21,5.5,8.8,1.16,1.54,2.3,footystats
2023,2023-02-12,Alianza Lima,Sport Boys,1.2,5.85,9.93,1.19,1.67,2.25,footystats
2023,2023-02-12,Carlos Manucci,Sporting Cristal,4.18,3.85,1.65,1.19,1.75,1.68,footystats
2023,2023-02-12,Unión Comercio,Universitario,3.26,3.35,2,1.26,1.9,1.71,footystats
2023,2023-02-12,Alianza Atlético,UTC Cajamarca,1.97,3.56,3.56,1.26,1.87,1.77,footystats
2023,2023-02-11,ADT,Deportivo Garcilaso,1.43,3.98,4.83,1.25,1.77,1.69,footystats
2023,2023-02-11,Deportivo Binacional,Atlético Grau,1.79,3.6,3.75,1.17,1.5,1.8,footystats
2023,2023-02-11,Academia Cantolao,César Vallejo,3.38,3.4,2.09,1.36,1.97,1.8,footystats
2023,2023-02-10,Cienciano,Real Garcilaso,1.74,3.39,4.07,0,1.6,1.73,footystats
2023,2023-02-07,Deportivo Municipal,Carlos Manucci,2.3,3.2,2.9,1.36,2.05,1.87,footystats
2023,2023-02-06,César Vallejo,Alianza Atlético,1.69,3.54,4.13,1.22,1.7,1.68,footystats
2023,2023-02-06,Sport Boys,Unión Comercio,1.94,3.2,3.49,1.3,1.86,1.75,footystats
2023,2023-02-05,Sporting Cristal,Alianza Lima,2.37,3.1,2.65,1.33,1.91,1.78,footystats
2023,2023-02-04,Deportivo Garcilaso,Deportivo Binacional,2.06,3.25,3.2,1.3,1.91,1.75,footystats
2023,2023-02-04,UTC Cajamarca,Cienciano,2.36,3.14,2.87,1.22,1.85,1.6,footystats
2023,2023-02-04,Universitario,Academia Cantolao,1.43,4.47,7.11,1.25,1.77,1.93,footystats
2023,2023-02-04,Atlético Grau,Melgar,3.6,3.1,2,1.28,1.81,1.7,footystats
2023,2023-02-03,Real Garcilaso,Sport Huancayo,2.12,3.04,3.14,0,1.86,1.73,footystats
2024,2024-11-03,Melgar,Deportivo Garcilaso,1.22,6.25,10,1.2,1.57,2.2,footystats
2024,2024-11-03,Alianza Lima,Real Garcilaso,1.09,9.5,23,1.11,1.4,2.45,footystats
2024,2024-11-03,Los Chankas,Universitario,7.2,4.85,1.39,1.2,1.73,1.94,footystats
2024,2024-11-03,Sporting Cristal,Comerciantes Unidos,1.11,7.1,15,1.12,1.4,2.15,footystats
2024,2024-11-02,UTC Cajamarca,Sport Huancayo,1.38,4.25,8.05,1.3,1.92,2.1,footystats
2024,2024-11-02,Atlético Grau,César Vallejo,1.9,3.5,3.7,1.33,2.1,1.91,footystats
2024,2024-11-02,Carlos Manucci,Alianza Atlético,1.44,4.32,6.34,1.29,1.74,2.06,footystats
2024,2024-11-01,ADT,Sport Boys,1.44,4.08,5.9,1.24,1.73,1.95,footystats
2024,2024-10-31,Cienciano,Unión Comercio,1.01,10.75,30.81,1.01,1.07,2.55,footystats
2024,2024-10-28,Real Garcilaso,Atlético Grau,1.63,3.82,5.15,1.26,1.94,1.92,footystats
