MatchDate,TournamentId,Round,MatchId,HomeTeamId,HomeTeamName,AwayTeamId,AwayTeamName,HomeWinOdds,DrawOdds,AwayWinOdds
2025-04-28,406,1,894,0,Sporting Cristal,0,Juan Pablo II College,1.22,6.5,10
2025-04-27,406,1,895,0,Universitario,0,UTC Cajamarca,1.17,8,13
2025-04-27,406,1,896,0,Atl̩tico Grau,0,Sport Boys,1.83,3.4,4.5
2025-04-27,406,1,897,0,Los Chankas,0,Melgar,3.5,3.25,2.05
2025-04-26,406,1,898,0,Deportivo Garcilaso,0,Deportivo Binacional,1.3,5,8
2025-04-26,406,1,899,0,Ayacucho,0,Alianza Atl̩tico,2.2,2.9,3.5
2025-04-20,406,1,900,0,Sport Huancayo,0,Comerciantes Unidos,1.36,4.75,8.5
2025-04-20,406,1,901,0,UTC Cajamarca,0,ADT,2.9,3.1,2.35
2025-04-19,406,1,902,0,Real Garcilaso,0,Ayacucho,1.45,4,7.5
2025-04-19,406,1,903,0,Alianza Atl̩tico,0,Sporting Cristal,3.3,3.5,2.05
2025-04-19,406,1,904,0,Sport Boys,0,Cienciano,1.73,3.6,4.75
2025-04-18,406,1,905,0,Alianza Lima,0,Los Chankas,1.3,6,7.5
2025-04-18,406,1,906,0,Deportivo Binacional,0,Universitario,2.9,3.25,2.35
2025-04-18,406,1,907,0,Melgar,0,Deportivo Garcilaso,1.53,3.8,6.5
2025-04-17,406,1,908,0,Alianza Universidad,0,Atl̩tico Grau,2.4,3.1,3
2025-04-14,406,1,909,0,Deportivo Garcilaso,0,Alianza Lima,2.15,3,3.6
2025-04-13,406,1,910,0,Universitario,0,Melgar,1.83,3.2,4.75
2025-04-13,406,1,911,0,ADT,0,Deportivo Binacional,1.29,5.25,10
2025-04-13,406,1,912,0,Comerciantes Unidos,0,Sport Boys,2.2,3.2,3.25
2025-04-13,406,1,913,0,Sporting Cristal,0,Real Garcilaso,1.4,4.33,8
2025-04-12,406,1,914,0,Cienciano,0,Alianza Universidad,1.48,4.33,5.75
2025-04-12,406,1,915,0,Juan Pablo II College,0,Alianza Atl̩tico,2.75,3.3,2.45
2025-04-11,406,1,916,0,Los Chankas,0,Sport Huancayo,2.35,3.2,3
2025-04-11,406,1,917,0,Ayacucho,0,UTC Cajamarca,1.9,3.5,4
2025-04-06,406,1,918,0,Alianza Universidad,0,Comerciantes Unidos,1.65,3.7,5.25
2025-04-06,406,1,919,0,UTC Cajamarca,0,Sporting Cristal,2.63,3.8,2.3
2025-04-06,406,1,920,0,Sport Boys,0,Los Chankas,1.6,3.8,5.5
2025-04-06,406,1,921,0,Real Garcilaso,0,Juan Pablo II College,1.25,6,11
2025-04-05,406,1,922,0,Alianza Lima,0,Universitario,2.3,3.25,3.1
2025-04-05,406,1,923,0,Melgar,0,ADT,1.48,4,7
2025-04-05,406,1,924,0,Atl̩tico Grau,0,Cienciano,1.62,3.7,5.5
2025-04-04,406,1,925,0,Sport Huancayo,0,Deportivo Garcilaso,2.05,3.2,3.6
2025-04-04,406,1,926,0,Deportivo Binacional,0,Ayacucho,1.7,4,4.33
2025-03-30,406,1,927,0,Juan Pablo II College,0,UTC Cajamarca,2.1,3.2,3.5
2025-03-30,406,1,928,0,Los Chankas,0,Alianza Universidad,1.91,3.4,3.7
2025-03-29,406,1,929,0,Deportivo Garcilaso,0,Sport Boys,1.45,3.9,7
2025-03-29,406,1,930,0,Sporting Cristal,0,Deportivo Binacional,1.11,7.5,17
2025-03-29,406,1,931,0,ADT,0,Alianza Lima,1.48,3.9,6
2025-03-28,406,1,932,0,Universitario,0,Sport Huancayo,1.27,4.75,12
2025-03-28,406,1,933,0,Alianza Atl̩tico,0,Real Garcilaso,1.67,3.3,5
2025-03-27,406,1,934,0,Ayacucho,0,Melgar,5,3.7,1.57
2025-03-27,406,1,935,0,Comerciantes Unidos,0,Atl̩tico Grau,3.1,3.1,2.25
2025-03-23,406,1,936,0,Los Chankas,0,Cienciano,2.55,3.4,2.6
2025-03-10,406,1,937,0,Deportivo Binacional,0,Juan Pablo II College,1.3,5,10
2025-03-10,406,1,938,0,Atl̩tico Grau,0,Los Chankas,1.38,4.33,8
2025-03-09,406,1,939,0,Cienciano,0,Comerciantes Unidos,1.4,5,6
2025-03-09,406,1,940,0,Sport Boys,0,Universitario,6.5,4.1,1.48
2025-03-08,406,1,941,0,Melgar,0,Sporting Cristal,1.75,3.8,4
2025-03-08,406,1,942,0,Sport Huancayo,0,ADT,2.15,3.2,3.5
2025-03-08,406,1,943,0,UTC Cajamarca,0,Alianza Atl̩tico,2.2,2.9,3.5
2025-03-07,406,1,944,0,Alianza Lima,0,Ayacucho,1.22,5.75,12
2025-03-07,406,1,945,0,Alianza Universidad,0,Deportivo Garcilaso,2.2,3.4,3.1
2025-03-02,406,1,946,0,Universitario,0,Alianza Universidad,1.18,6.25,15
2025-03-02,406,1,947,0,Ayacucho,0,Sport Huancayo,2.63,3.5,2.45
2025-03-01,406,1,948,0,Sporting Cristal,0,Alianza Lima,1.85,3.4,4.5
2025-03-01,406,1,949,0,Alianza Atl̩tico,0,Deportivo Binacional,1.42,4,8
2025-03-01,406,1,950,0,Real Garcilaso,0,UTC Cajamarca,1.38,4.33,8.5
2025-02-28,406,1,951,0,Deportivo Garcilaso,0,Atl̩tico Grau,1.73,3.5,5
2025-02-27,406,1,952,0,ADT,0,Sport Boys,1.44,4.5,6.5
2025-02-24,406,1,953,0,Deportivo Binacional,0,Real Garcilaso,2.25,3.3,3.1
2025-02-23,406,1,954,0,Melgar,0,Alianza Atl̩tico,1.33,4.75,8.5
2025-02-23,406,1,955,0,Alianza Universidad,0,ADT,2.2,3.2,3.25
2025-02-22,406,1,956,0,Cienciano,0,Deportivo Garcilaso,2.45,3.2,2.8
2025-02-22,406,1,957,0,Sport Huancayo,0,Sporting Cristal,2.5,3.4,2.63
2025-02-22,406,1,958,0,Sport Boys,0,Ayacucho,1.67,3.8,4.75
2025-02-22,406,1,959,0,Comerciantes Unidos,0,Los Chankas,2.25,3.2,3.2
2025-02-21,406,1,960,0,Alianza Lima,0,Juan Pablo II College,1.2,5.5,11
2025-02-17,406,1,961,0,Ayacucho,0,Alianza Universidad,2.6,2.88,2.9
2025-02-16,406,1,962,0,Deportivo Garcilaso,0,Comerciantes Unidos,1.3,5.25,9
2025-02-16,406,1,963,0,Juan Pablo II College,0,Sport Huancayo,2.8,3.1,2.6
2025-02-16,406,1,964,0,Sporting Cristal,0,Sport Boys,1.38,4.33,8
2025-02-15,406,1,965,0,Universitario,0,Cienciano,1.25,5,15
2025-02-15,406,1,966,0,Alianza Atl̩tico,0,Alianza Lima,5.25,3.4,1.7
2025-02-15,406,1,967,0,ADT,0,Atl̩tico Grau,1.67,3.7,5.25
2025-02-15,406,1,968,0,UTC Cajamarca,0,Deportivo Binacional,1.67,3.5,5.5
2025-02-14,406,1,969,0,Real Garcilaso,0,Melgar,2.8,3.3,2.4
2025-02-10,406,1,970,0,Los Chankas,0,Deportivo Garcilaso,2.7,3.1,2.7
2025-02-09,406,1,971,0,Cienciano,0,ADT,2,3.5,3.5
2025-02-09,406,1,972,0,Comerciantes Unidos,0,Universitario,7,3.4,1.57
2025-02-09,406,1,973,0,Sport Boys,0,Juan Pablo II College,1.57,4.1,5.25
2025-02-09,406,1,974,0,Alianza Universidad,0,Sporting Cristal,4.33,3.4,1.9
2025-02-08,406,1,975,0,Alianza Lima,0,Real Garcilaso,1.38,4.5,8
2025-02-08,406,1,976,0,Atl̩tico Grau,0,Ayacucho,1.33,5.25,8
2025-02-08,406,1,977,0,Melgar,0,UTC Cajamarca,1.17,7,12
2025-02-07,406,1,978,0,Sport Huancayo,0,Alianza Atl̩tico,1.5,4,6.5
